Uniprot Degree Betweenness Closeness Transitivity Pagerank Eccentricity Eigenvector
CDH17 1 0 0.25663680447111 0 1.77802346922428e-05 9 0.00192884122979444
CDH16 1 0 0.250752860871311 0 1.67681838896616e-05 8 0.0015709124174851
CDH13 2 4.82596216027586e-06 0.293261328950458 0 2.25964046626876e-05 8 0.00885294898089569
CDCA7 2 1.12590482901898e-06 0.296505555028013 0 2.13919528642041e-05 8 0.0133905140532677
CDC42EP1 6 9.75244620241597e-06 0.272475403041079 0 4.0385897750274e-05 9 0.00816000863263203
CDC20B 23 0.000261738789482831 0.312070559428329 0.0434782608695652 0.000114924259656885 8 0.0964271469815799
CDC14B 7 3.58831401141881e-05 0.282944068142174 0 4.57914983711454e-05 8 0.0144443147253155
CD83 1 0 0.238800833604191 0 1.62765345152171e-05 9 0.000340179470397473
CD7 1 0 0.233488493821622 0 1.60476399871487e-05 9 0.000301850694736958
CD72 14 0.000108104327142524 0.258362120679312 0.0659340659340659 7.43245557079984e-05 9 0.00277417585029343
CD70 1 0 0.231090882178804 0 1.54485000867691e-05 9 0.000300113485285306
CD6 3 9.4121929420934e-06 0.232922439997762 0.333333333333333 3.8011489124833e-05 9 0.000305674993100278
CD68 10 4.56319887216875e-05 0.281344325809794 0.111111111111111 5.58296800241373e-05 8 0.00488800919910466
CD53 72 0.000323585341928985 0.293999952922345 0.131455399061033 0.000296179691629412 8 0.0185107042414928
CD47 6 2.15405515706771e-05 0.284678853079272 0.0666666666666667 3.63638211850208e-05 8 0.00489985993185513
CD3G 9 1.02893361275495e-05 0.271769876844075 0.0833333333333333 4.86769990207563e-05 8 0.00391720860447367
CD3D 1 0 0.236858074793294 0 1.75908435410456e-05 10 0.000457019448275991
CD37 5 3.9444918047751e-07 0.244695648766726 0.4 3.26093733348125e-05 9 0.00110048349782459
CD36 3 1.25422877335474e-05 0.273232411620581 0.333333333333333 3.27628920498737e-05 8 0.00262734295720553
CD302 10 4.38657892979852e-06 0.254679662330248 0.0666666666666667 5.06319820379126e-05 9 0.00266170187544368
CD300LG 6 6.4426635859858e-05 0.280724624651623 0.266666666666667 3.64985787186466e-05 8 0.0305760466063855
CD300LF 2 2.09684941342794e-05 0.234545181401637 0 2.5691628845885e-05 9 0.000476303984328235
CD248 5 4.37510225420204e-06 0.269413287316652 0 3.5252592485427e-05 8 0.00547627295931158
CD209 18 4.49883117558846e-05 0.298903939118365 0.0196078431372549 8.81610463111832e-05 8 0.0237677431866485
CD200R1 8 1.34244532745189e-05 0.260664496201686 0.0357142857142857 4.70812961823136e-05 9 0.00213210133319003
CD200R1L 1 0 0.218063096880074 0 1.88353708364178e-05 10 0.000149288231546939
CD1C 2 1.6370672925699e-07 0.261751577006098 0 2.09703952457995e-05 8 0.00308063738908068
CD164 3 3.13382821285675e-08 0.270533702997747 0.666666666666667 2.29929066662579e-05 8 0.0232339374273262
CD164L2 2 1.49881262865937e-06 0.236271115903373 0 2.17110397204963e-05 9 0.000789650543658399
CD163 1 0 0.214593749463086 0 1.67764261525171e-05 10 6.13544170692099e-05
CCSER1 5 6.30945674404596e-06 0.282662321497273 0 3.51879200195347e-05 8 0.0137739942841261
CCR4 1 0 0.247935524853105 0 1.66095147834818e-05 9 0.000786092789984729
CCR2 1 0 0.197961739020177 0 2.01653869603465e-05 10 1.16679290224432e-05
CCR1 3 4.01253158220456e-07 0.241082458307597 0 2.54114003412088e-05 9 0.000559414070973734
CCNYL1 1 0 0.278993924231594 0 1.71852547807462e-05 8 0.00989692103144599
CCNO 1 0 0.272054018732302 0 1.54461944093485e-05 9 0.0100812987461112
CCNL2 11 3.42022179036669e-05 0.294679721599623 0.109090909090909 5.96680036285431e-05 8 0.0265336456383358
CCN5 1 0 0.263379865885032 0 1.54144712472511e-05 9 0.0097775696191626
CCN4 3 8.35540094719861e-07 0.275753962997306 0 2.30081644047053e-05 9 0.0174277904582497
CCN1 3 2.52802034474862e-05 0.273369957757885 0 2.81626140034357e-05 9 0.00294667962607958
CCM2L 4 1.45724387030221e-06 0.273340044644811 0 2.83216892529011e-05 9 0.00569912928504448
CCL7 3 0.000139841847571539 0.269774072314139 0.333333333333333 3.36360361855544e-05 9 0.00432097962975699
CCL4L1 33 0.000211131138465847 0.273987627780459 0.0852272727272727 0.000146670915880428 8 0.00985499571463151
CCL3L1 4 4.9594234312903e-06 0.247945368642554 0 3.07718579725123e-05 10 0.000821215553834277
CCL2 5 0.000194977796095453 0.261669320372077 0 4.62932037800784e-05 9 0.00213498966820267
CCL26 6 0.000147361248450089 0.258795739919605 0.133333333333333 5.30613651340884e-05 9 0.00215621202557704
CCL25 4 7.01554345442174e-08 0.199091416274807 0.333333333333333 4.41145460339135e-05 10 3.35429748618619e-05
CCL24 1 0 0.198761915371028 0 1.98130943222338e-05 10 1.22287688774933e-05
CCL21 8 0.000236612761953138 0.266407866390803 0.0714285714285714 6.45157843526555e-05 8 0.0030902976150599
CCL19 2 0.000271228621629074 0.279555933569094 0 2.83519242828486e-05 8 0.00990277731519378
CCL18 1 0 1 0 7.92832791564362e-05 1 0
CCL16 2 6.42169750212388e-05 0.25730825487732 0 2.57008371409597e-05 9 0.00194106999867194
CCL13 3 4.16291030375565e-08 0.199088242795205 0.333333333333333 3.55788703241015e-05 10 3.11743581106005e-05
CCK 55 0.000391950950326627 0.30917372147136 0.000673400673400673 0.000276324313287531 8 0.0372582216887627
CCIN 4 1.70508826486399e-06 0.295817346407086 0.666666666666667 3.11379737817058e-05 8 0.0131707488088725
CCDC9 4 2.86374621014685e-05 0.299412681289704 0 3.27004311183098e-05 8 0.0178891321914322
CCDC91 4 1.55374485984752e-05 0.288292863078201 0 3.52294009802018e-05 8 0.0122430037882326
CCDC90B 8 2.68301854968744e-05 0.289200703899231 0.142857142857143 5.12536519088723e-05 8 0.0131007418080764
CCDC89 4 1.38923814566065e-06 0.26211962224554 0 3.10941495364329e-05 8 0.00354473617050434
CCDC88B 37 9.48657356018168e-05 0.315699011702854 0.0705705705705706 0.000156855251607404 8 0.102469625239011
CCDC83 1 0 0.245745204131825 0 1.56055826049531e-05 9 0.00241145552151317
CCDC7 2 1.8023565778086e-06 0.290276099284187 0 2.10789407442818e-05 8 0.00952620216026496
CCDC78 1 0 0.261888786379267 0 1.59084705177276e-05 8 0.00496792401030939
CCDC74B 10 1.87020051614715e-05 0.294902368191155 0.111111111111111 5.73356751792799e-05 8 0.0238578560880859
CCDC74A 2 1.15673647031713e-06 0.264226782314364 0 2.0792869819093e-05 9 0.00443766949635156
CCDC51 3 0.000158065006185322 0.239850981295848 0 4.28687188774894e-05 9 0.000782006636980594
CCDC47 5 8.25841412015895e-07 0.284588042289464 0 3.38697034755724e-05 8 0.0113011381065142
CCDC40 3 2.12070979273749e-06 0.242218559100165 0 2.82848704739628e-05 9 0.00129682325839095
CCDC34 6 2.54252718999723e-05 0.292732088030562 0 3.73246562806681e-05 8 0.0114501072367493
CCDC32 4 1.24550086503415e-05 0.263930858145088 0 3.41072815099959e-05 8 0.00174578284215414
CCDC27 1 0 0.237592497479503 0 1.73419853084694e-05 9 0.000681899945101713
CCDC26 23 0.00027892187556232 0.310920813522193 0.0711462450592885 0.000119443912909928 8 0.0685758390807076
CCDC25 3 3.53049526881928e-06 0.271350670229638 0 2.59661105457949e-05 9 0.00726841967038304
CCDC183 8 3.59748120062542e-06 0.269820695614604 0 4.58568319332395e-05 8 0.00915810778561323
CCDC17 15 2.140428594647e-05 0.308585546633725 0.142857142857143 6.94080581593088e-05 8 0.0586720097977007
CCDC179 2 2.16382195205155e-06 0.26051226430836 0 2.28558082925067e-05 9 0.0038795459014026
CCDC170 2 1.75094812586826e-07 0.250803212851406 0 2.11804377810118e-05 9 0.00137204335641445
CCDC167 37 0.000540042653252899 0.276627317224425 0.0600600600600601 0.000175251289853499 8 0.0105081087803363
CCDC158 7 6.63660398371412e-06 0.285622813236068 0.0476190476190476 4.0774089027185e-05 8 0.0165447625068484
CCDC157 2 1.94210774497169e-06 0.260403636060379 0 2.13329501185064e-05 9 0.00390137682077245
CCDC152 4 1.45116566824838e-06 0.284063772203143 0 2.80121181308837e-05 8 0.0141019488706019
CCDC150 7 4.75634982544799e-06 0.284588042289464 0.142857142857143 4.06215562361255e-05 8 0.0177191057574485
CCDC141 10 1.40936843139521e-05 0.293951518004236 0.0444444444444444 5.42326902972595e-05 8 0.0230464926029926
CCDC138 10 8.27735098857574e-06 0.293640531327142 0.0666666666666667 5.12584429248985e-05 8 0.022890710812469
CCDC125 64 0.000650857766062572 0.315938582956011 0.0233134920634921 0.000298778696311577 7 0.112870468163105
CCDC117 1 0 0.246696557309052 0 1.69906523417683e-05 9 0.000586654780501114
CCDC115 6 9.06671306559004e-05 0.28405085169771 0.0666666666666667 4.42563327561138e-05 8 0.0119320516365287
CCDC113 1 0 0.264059196617336 0 1.59799747441176e-05 8 0.00654214813125298
CCDC112 8 3.96641270535863e-06 0.283921711259121 0.178571428571429 4.3040807593042e-05 9 0.0300016772398497
CCDC110 1 0 0.208820972380124 0 1.9736209880688e-05 9 9.97016141011571e-05
CCDC107 6 2.12460856447587e-06 0.252053357011684 0 3.67762718264506e-05 9 0.000962928794184053
CCDC105 2 3.51199491280343e-06 0.248349638113418 0 2.32601475350412e-05 9 0.00143838363199413
CCBE1 9 2.78566230341535e-05 0.303959504514371 0.0555555555555556 4.87468072905178e-05 8 0.0271759738643214
CC2D1B 1 0 0.257297653626681 0 1.58970929254596e-05 8 0.00720902374501552
CBR4 1 0 0.240757161031651 0 1.75262376274463e-05 9 0.000605924381073435
CBR1 3 6.74469279070028e-06 0.264685937102653 0 3.14644311813433e-05 9 0.00162697661308315
CBLL2 7 4.27786546070892e-06 0.289757568727526 0.19047619047619 3.93970551042751e-05 8 0.033148392992779
CBLL1 1 0 0.238988174964601 0 1.64433626858335e-05 9 0.000857403547858557
CBLIF 7 0.000314796038758222 0.251794210144343 0.0476190476190476 5.43707593383117e-05 9 0.00163044649841063
CBARP 10 0.000106861429531536 0.271380149487224 0.0222222222222222 6.27974688448941e-05 9 0.0036207300568844
CAVIN4 3 4.15272518828478e-07 0.278521095352779 0 2.36522641929603e-05 8 0.0136228309021039
CAVIN2 6 0.000163349102272486 0.268359761076017 0 5.06858280561462e-05 9 0.00458639303320408
CAV3 4 2.81147963255037e-06 0.255085368842415 0 3.07068867635162e-05 8 0.00113786348688775
CATSPERD 3 6.07514811543528e-06 0.285537926935211 0 2.5643435508134e-05 8 0.0105680925543729
CATSPER4 1 0 0.215066724063711 0 1.56703791007302e-05 9 0.000137510166760592
CASQ1 1 0 0.243550494315855 0 1.60082114567056e-05 9 0.00160901451375626
CASP6 197 0.00426374511295547 0.347253113879004 0.0134673158603543 0.000960040131928895 8 0.138195653487145
CASP14 2 1.78158501908317e-05 0.287093437535915 0 2.29362641607657e-05 8 0.0108567726007155
CARTPT 3 0.000101183321038538 0.244002500586075 0 3.33907265438948e-05 8 0.00157125806030157
CARF 5 4.94699686445824e-06 0.267285839628496 0 4.0450563913986e-05 8 0.00475766018464748
CARD10 98 0.000852177168836157 0.327787108964938 0.0507048180096781 0.0004198185570278 8 0.233774001096657
CAPRIN2 3 0.000166793811886671 0.279975790724261 0 3.56027710266141e-05 8 0.0100547421144464
CAPNS2 7 2.17539054694646e-05 0.281712378202815 0 4.98380414687546e-05 8 0.00775591723697676
CAPN7 18 6.10602578572445e-05 0.293213137075381 0 9.43957933863458e-05 8 0.0327497902405048
CAPN6 1 0 0.247263080791083 0 1.63035989938252e-05 9 0.0013888167467683
CAPN15 6 1.60777716410853e-05 0.290999743715198 0.133333333333333 4.00722098798959e-05 8 0.0173917424344164
CAPN10 7 1.716713329987e-05 0.300536586539618 0 4.43075909381694e-05 8 0.0141311045914103
CAPG 3 2.79836748987459e-06 0.283999181427499 0.333333333333333 2.48777144682552e-05 8 0.0124129014536275
CAP2 7 6.01685141928827e-06 0.260561176593303 0.285714285714286 5.33979988651898e-05 9 0.0020946020568713
CANT1 2 1.44698181689584e-07 0.245696862397954 0 1.97920741787713e-05 9 0.0008428592985504
CAND2 4 3.07729384179979e-05 0.269925656984786 0 3.20479070523542e-05 9 0.00305866713029413
CAMTA2 9 1.67502585070608e-05 0.275607926210336 0 5.52862266307875e-05 9 0.00443675843607192
CAMSAP3 4 7.72180553091717e-06 0.2766947275144 0 3.06287381583269e-05 8 0.010573419864935
CAMSAP2 2 1.52262462582109e-06 0.263691255330828 0 2.20275608964543e-05 8 0.00201077796163101
CAMK2G 19 9.81378233958501e-05 0.301545147271849 0.0701754385964912 0.000101258399568553 8 0.0252728980933963
CAMK1 2 9.24752791905614e-07 0.29366814793915 0 2.15160869743261e-05 8 0.0118692522688727
CAMK1G 6 8.0302082006745e-06 0.293688863807374 0.0666666666666667 3.7533749809721e-05 8 0.0288874854027997
CALN1 8 9.53193333446979e-06 0.267137204577051 0.0714285714285714 4.67860496888092e-05 9 0.00228632142097152
CALML6 1 0 0.189061956011686 0 3.14739572281073e-05 10 4.12913065193584e-06
CALHM6 3 5.35749398974449e-07 0.243964372216579 0.333333333333333 2.43457771951907e-05 9 0.00088732473523919
CALHM1 2 0 0.275134373072517 1 2.20662363790494e-05 8 0.00320686889085452
CALCB 1 0 0.236110323446568 0 1.70657164243165e-05 9 0.000425407927159239
CAGE1 12 1.71412491162311e-05 0.281566311233346 0.0909090909090909 6.69970766407522e-05 8 0.0150282931430642
CADM3 1 0 0.214774564088455 0 1.67297778977426e-05 10 7.08972772552396e-05
CACTIN 1 0 0.242519562726937 0 1.63951429498496e-05 9 0.000794091501159277
CACNG7 1 0 0.217436718777201 0 1.61798164450131e-05 9 8.93511502838686e-05
CACNG2 1 0 0.225508251182609 0 1.78511812739003e-05 9 0.000189590131282888
CACNG1 16 6.73669259108678e-06 0.267962498122761 0.0416666666666667 7.16193125136014e-05 9 0.00445621106908805
CACNB2 4 3.09388122982473e-06 0.271971082658305 0 3.04122493479893e-05 7 0.00422817217300259
CACNA1D 1 0 0.227318227318227 0 1.77930424994335e-05 9 0.000184972861740924
CABP7 1 0 0.234342752073249 0 1.55915153147363e-05 9 0.000296051297187684
CABP2 33 0.000124347160559361 0.298432571920099 0.0189393939393939 0.000161944439766466 8 0.0519472454162843
CABCOCO1 2 0 0.291379913682492 1 2.09693551690657e-05 8 0.0106047324233741
CAB39L 3 2.61339857880699e-05 0.273154729360306 0 3.28699337943353e-05 9 0.00740583984017377
CA3 2 1.39232513881262e-06 0.244456187736089 0 2.40041781360743e-05 9 0.00168120109034264
CA13 2 1.83995160584781e-07 0.232281341243421 0 2.61459433923378e-05 9 0.000463735190342374
C9 2 4.03091998431134e-06 0.244374877714733 0 2.27371813345626e-05 9 0.000660795182875136
C9orf64 1 0 0.278993924231594 0 1.71852547807462e-05 8 0.00989692103144599
C9orf57 2 7.60925322655812e-08 0.257658586900464 0 1.96547032907515e-05 9 0.00361567769513549
C9orf153 1 0 0.248784957373914 0 1.57530168690987e-05 9 0.00245203280231268
C9orf152 2 1.71738627879182e-07 0.260659056284826 0 2.0359551083568e-05 9 0.00423382382544663
C8orf74 4 4.81798243062907e-06 0.270363876442193 0 2.98056353203267e-05 9 0.00734627907353018
C8orf58 1 0 0.229376331447881 0 1.73410410923787e-05 9 0.000316831746792444
C8G 2 1.47275412277081e-05 0.260246285916696 0 2.41250794430484e-05 9 0.00201329692823375
C8A 6 1.81054237599607e-06 0.24712609564512 0.266666666666667 3.73671283368273e-05 9 0.00128773162570348
C7orf31 18 5.39013527697503e-05 0.31872001633153 0.0915032679738562 8.36936005943023e-05 8 0.0643845103116594
C7orf25 2 0.000157045021559645 0.211680564029557 0 5.00205651098918e-05 9 3.55828414220019e-05
C6orf89 1 0 0.247935524853105 0 1.66095147834818e-05 9 0.000786092789984728
C6orf47 3 9.78662011437157e-07 0.248349638113418 0 2.59893428105932e-05 9 0.000579059071700748
C6orf1 1 0 0.215456270484733 0 1.76395632940087e-05 10 0.000242911797118307
C6orf15 5 2.33404409010904e-06 0.270991538294641 0.2 3.26143739678086e-05 9 0.0112528783306639
C6orf142 2 1.41262826072595e-06 0.26665243381725 0 2.11583217100781e-05 9 0.00489183269502042
C6orf141 8 7.66939631239175e-06 0.293281987460962 0.0357142857142857 4.66015360680431e-05 8 0.0177069696159742
C5orf60 6 6.02415394828496e-06 0.280346561321602 0.0666666666666667 3.53210985750981e-05 8 0.036403308954048
C5orf46 12 5.59615954008277e-05 0.269169432352054 0.136363636363636 6.31878368255489e-05 8 0.00445447928459602
C5orf24 2 2.28236865444377e-07 0.263157894736842 0 1.98928772047677e-05 9 0.00525782869215488
C5AR2 1 0 0.226288613099013 0 1.93372082200258e-05 9 0.000367428858422676
C4orf45 21 9.46575607713406e-05 0.309020733336632 0.0476190476190476 9.95408091402801e-05 8 0.0686811853590171
C4orf42 1 0 0.242863809597884 0 1.68419403303645e-05 9 0.000920265590327903
C4orf3 59 0.000408511227506867 0.283741111792635 0.0444184687317358 0.000260402918562319 8 0.0135751217068706
C4orf17 6 4.97391365215538e-06 0.292204753883586 0.0666666666666667 3.60729650627437e-05 8 0.0250478821206988
C4BPA 1 0 0.199501645209724 0 2.29551812794562e-05 10 2.51414457667978e-05
C3orf36 29 0.000191150721938144 0.317125809318268 0.0443349753694581 0.00013521856345421 8 0.0500937074470707
C3orf33 1 0 0.212574034992171 0 1.79712191443502e-05 10 4.24113162759631e-05
C2 9 9.61853680491274e-06 0.26252732470153 0.138888888888889 4.85437195808145e-05 9 0.00341769041264416
C2orf76 1 0 0.278993924231594 0 1.71852547807462e-05 8 0.00989692103144598
C2orf74 1 0 0.219809228819823 0 1.5824487213691e-05 9 0.00013028462598697
C2orf49 2 1.1246247903249e-06 0.284581558021372 0 2.11097411467109e-05 8 0.00947357149888809
C2orf42 4 2.55383821097265e-06 0.272832521461806 0.166666666666667 2.84419958382736e-05 8 0.00917324825736199
C2orf15 5 1.22539545577017e-05 0.265682499840463 0 3.95035279063777e-05 8 0.00352784590060003
C2CD2L 35 0.000185924763011457 0.295950524844205 0.0991596638655462 0.000147786153384185 8 0.0142111874629217
C22orf15 12 4.56595413646961e-05 0.28872604544719 0.0454545454545455 6.72651648821918e-05 8 0.0213579228325179
C21orf58 12 6.32914494289461e-06 0.29373721220103 0.0606060606060606 5.68911438568826e-05 8 0.0375318462829023
C21orf29 1 0 0.270241031632697 0 1.64390494550529e-05 8 0.00549741664164154
C20orf85 22 0.000146770929086464 0.296568918437611 0.038961038961039 0.000109296433698905 8 0.0386570230750566
C20orf202 8 1.14964864057934e-05 0.278564578361621 0.214285714285714 4.86250670202873e-05 8 0.0125121811827821
C20orf173 1 0 0.258962078331364 0 1.58134996312905e-05 9 0.00459307127289296
C20orf141 4 1.20371286276726e-05 0.298261534052918 0 3.19408757480237e-05 8 0.0147381565244666
C1QTNF4 4 8.85079525548413e-06 0.282496098432588 0.166666666666667 3.06957785193634e-05 9 0.0087475998650192
C1QTNF3 1 0 0.287251903130103 0 1.68453952826681e-05 8 0.0078930974116262
C1QL4 19 0.000142147778664262 0.283399891087312 0.064327485380117 9.0837653060894e-05 9 0.00698070528011182
C1QC 5 0.000235058862463355 0.262565956820618 0.2 5.3691216310873e-05 9 0.00234948465752939
C1orf74 6 1.42459926472566e-05 0.274620171060443 0 4.14353944830887e-05 8 0.00804364558622483
C1orf21 2 2.6589216071719e-06 0.23784586673776 0 2.29273859178151e-05 9 0.000354557177010831
C1orf159 2 5.90873910642541e-07 0.22519517516182 0 2.22595875922654e-05 9 0.000153207640008804
C1orf131 3 8.48965425235533e-07 0.277032272374404 0 2.55651042069952e-05 8 0.00860576965251126
C1orf112 1 0 0.240404973630519 0 1.6097734182952e-05 9 0.000948120311313826
C1orf105 5 5.56585748812519e-06 0.276983123766438 0.1 3.3405711617596e-05 8 0.0110874682669492
C1orf104 1 0 0.243816737267457 0 1.77993420734555e-05 8 0.000540110655578426
C19orf73 3 3.49461995596933e-06 0.273759424864107 0 2.51092420137769e-05 9 0.0195509940640441
C19orf47 3 2.35061079941474e-06 0.253629810133008 0 2.69728648532005e-05 9 0.00209607038272952
C19orf2 1 0 0.228532742941833 0 1.74528830245268e-05 9 0.000245652397952868
C19orf18 3 8.96749876892735e-07 0.249470698677745 0 2.41483504853081e-05 9 0.000842251924542892
C18orf45 1 0 0.263279932546374 0 1.55988626426989e-05 9 0.00928197402711384
C17orf80 3 1.42788127968195e-06 0.265846494402111 0 2.58558656866582e-05 8 0.00214232812116754
C17orf75 3 2.66368228959153e-06 0.259252340328372 0 2.66894388888064e-05 9 0.00189981591305708
C17orf67 3 3.32574945764534e-06 0.264573801050669 0.333333333333333 2.67300883057321e-05 9 0.00378150498585003
C17orf50 9 3.85547544678896e-06 0.287993728239065 0.194444444444444 4.50667599809034e-05 8 0.0404242190870707
C16orf54 7 1.73824913185809e-05 0.272761022908432 0 4.04972416017543e-05 8 0.00445076992434749
C16orf35 2 7.73830462521548e-06 0.260974947240853 0 2.43533957902217e-05 9 0.00311960972721863
C15orf32 1 0 0.258356776435545 0 1.74812123314427e-05 9 0.00178823484074693
C14orf93 3 3.8504177174649e-07 0.260132461365435 0 2.43342529251378e-05 8 0.00265878856298276
C14orf133 1 0 0.198834691798268 0 2.33810538547928e-05 10 2.52555788764748e-05
C12orf60 1 0 0.232792201740816 0 1.7920739074701e-05 9 0.000205936209416218
C12orf57 2 0.000157045021559645 0.2015751589684 0 4.90662513467955e-05 10 3.66020448096893e-05
C12orf4 5 6.07426333725689e-07 0.271758050478677 0.1 3.28838799404782e-05 9 0.0062786008954257
C11orf68 10 2.36271901155597e-05 0.303649138161573 0.0888888888888889 5.85635084446306e-05 7 0.0228251471632968
C11orf54 15 5.00696882723965e-05 0.304396568531878 0.0285714285714286 7.58590608233814e-05 8 0.0330867507980355
C11orf52 1 0 1 0 7.92832791564362e-05 1 0
C11orf24 7 4.2508939757331e-07 0.254840750035706 0.0476190476190476 3.72138886605719e-05 9 0.0030417947559902
C10orf82 7 3.97965088232816e-06 0.283644456556297 0.0952380952380952 3.91055913924342e-05 8 0.0162679730935386
C10orf67 12 3.25224552786859e-05 0.27322643449347 0.0151515151515152 6.37812749446194e-05 9 0.00332720175980748
C10orf4 2 9.43141182427573e-07 0.261395504583316 0 1.96408189949866e-05 9 0.00402068335496813
C10orf120 1 0 0.278993924231594 0 1.71852547807462e-05 8 0.00989692103144598
BZW1 3 1.16609243179383e-05 0.267876292197486 0 2.65628180738431e-05 8 0.00244711911962971
BTNL9 16 0.000164549496292961 0.264674719220174 0.0416666666666667 8.34720905199724e-05 9 0.00333485204019825
BTNL8 5 5.5035717804228e-06 0.236110323446568 0 3.71677672010809e-05 9 0.000472107437312876
BTNL2 1 0 0.258356776435545 0 1.74812123314427e-05 9 0.00178823484074693
BTN3A2 2 1.51460907018665e-06 0.263902974983097 0 2.15453042922732e-05 9 0.00241569107515709
BTN2A2 38 0.000207126824995737 0.285746968657058 0.0867709815078236 0.000159403591419619 8 0.0149047794244241
BTN2A1 6 2.06403895656488e-06 0.246278221433501 0 3.64513059292337e-05 9 0.00150579391284039
BTN1A1 2 3.02133792612142e-05 0.279068728215211 0 2.55150924780181e-05 8 0.00990347062832968
BTF3 8 7.10317645128842e-05 0.272243776973713 0.0357142857142857 6.5953494053391e-05 8 0.00572631317534328
BTBD9 5 1.21674403256829e-05 0.26972746512331 0.1 3.45503915442542e-05 9 0.00563364052885694
BTBD6 7 1.35480709365525e-05 0.287602468453532 0.0476190476190476 4.51302987505132e-05 8 0.0143089361735117
BTBD3 9 4.3292010652502e-05 0.305125323691797 0.111111111111111 5.37445080224808e-05 8 0.0235105231392
BTBD18 1 0 0.247365919353561 0 1.61260373351306e-05 9 0.00163310474863876
BTBD16 1 0 0.2426750602316 0 1.65982496213239e-05 9 0.00124063505281304
BTAF1 1 0 0.222634177643892 0 1.73148800538183e-05 9 0.000200542332772295
BST2 2 0.000157045021559645 0.230566170091008 0 4.39663921855914e-05 9 0.000163756968234285
BSND 31 0.000353770926842652 0.30630012016578 0.032258064516129 0.000139380445860631 8 0.0220135183129855
BSDC1 4 6.9991157992458e-06 0.260089125817334 0 3.04277141636269e-05 9 0.00201127930387372
BRWD1 24 0.000146628965594717 0.312750400641026 0.0144927536231884 0.000117949872817491 8 0.0409040280991721
BRPF3 14 6.59773380621287e-05 0.298425441425943 0.010989010989011 7.54733538566092e-05 8 0.0234641475143257
BRPF1 10 1.91899574972755e-05 0.285629345042078 0.0666666666666667 5.59621231590967e-05 8 0.0171513183842419
BRICD5 39 0.000167684758584657 0.278136551908431 0.0134952766531714 0.000172416168117978 8 0.00952649769675629
BRD9 1 0 0.229887173068782 0 1.68080652339014e-05 9 0.00100511052891286
BRD3 2 7.88885892237911e-07 0.256863753213368 0 2.22449884966168e-05 7 0.00151202213794605
BRD1 10 2.75835271105804e-05 0.293302648882209 0.0666666666666667 5.55259487506741e-05 8 0.0284815318090065
BRAP 5 0.00020261527791185 0.267847569213613 0 4.38326490033326e-05 8 0.00430966760027646
BPIFB3 2 1.87172222225771e-06 0.268602150537634 0 2.16055113119072e-05 8 0.00651356625750701
BPIFA2 2 2.69230779091892e-07 0.249067740841925 0 2.12789045142484e-05 9 0.00107083323040579
BPIFA1 47 0.000344548600715189 0.31685227935767 0.0333024976873266 0.000209738531890616 8 0.0754718210935006
BPHL 1 0 0.237393800011404 0 1.72764126939659e-05 9 0.000589250555374889
BPESC1 3 1.79240652681751e-06 0.301873111782477 0 2.53957632880887e-05 8 0.0195368770855052
BOLA3 7 9.66110558265274e-05 0.290857435610824 0 4.87029789471202e-05 8 0.0222257644520201
BOLA2-SMG1P6 32 0.000212096313623967 0.314728486833816 0.0483870967741935 0.000147718420519599 8 0.0673616603824854
BOK 6 4.39984396823989e-06 0.274819574018659 0 3.86950736735082e-05 8 0.00657331983232594
BOD1 15 0.000222938270427418 0.279562190836448 0.00952380952380952 0.000108757476935685 7 0.00642816680286148
BOD1L2 5 7.53254535803542e-06 0.295355656451003 0 3.38563412138157e-05 8 0.0208700642452035
BOC 4 0.000308352505999965 0.26007829418624 0 6.16037441430792e-05 8 0.00329711580772832
BNIP5 4 3.13114791352066e-06 0.263713525611249 0 2.92431136289104e-05 8 0.00189941343405224
BNIP1 16 1.36917223273543e-05 0.268706165827632 0.0666666666666667 7.41006042400729e-05 9 0.00473785987050925
BNC2 1 0 0.255236538265045 0 1.56943978394234e-05 9 0.00311882150888212
BMP7 18 2.24614204890313e-05 0.297870310748611 0.30718954248366 7.9071368323182e-05 8 0.106306899609069
BMP5 1 0 0.278993924231594 0 1.71852547807462e-05 8 0.00989692103144598
BMP10 54 0.000411132025331547 0.287139638604074 0.0496156533892383 0.000238754096105555 8 0.0137156640281227
BLTP2 2 4.00909028052975e-06 0.265236780632831 0 2.36063421484267e-05 9 0.00459630115726559
BIVM 8 7.15564262274897e-06 0.27124459791083 0 4.91548848878395e-05 9 0.00952623673499975
BIRC8 3 3.15290691841865e-06 0.264260324983074 0 2.66581026362788e-05 8 0.00341619209956497
BIN3 9 1.37825528385841e-05 0.284893136561666 0 5.05662280998497e-05 8 0.0155587209453393
BICRAL 17 8.3679869025932e-05 0.304708465479385 0.0808823529411765 8.37011773138503e-05 8 0.0342936463846056
BICDL2 6 9.23276524097345e-06 0.267836081744687 0 4.15046543609362e-05 9 0.00654788351139331
BHLHE23 1 0 0.259327699686481 0 1.54203077300504e-05 8 0.00697501641623262
BHLHA9 11 2.32032461844073e-05 0.293820132207297 0.0181818181818182 5.76334871550253e-05 8 0.029525239700991
BHLHA15 1 0 0.236360539711977 0 1.62095746603679e-05 9 0.000987874422273322
BFSP1 10 4.8816963395918e-06 0.286856066695758 0.266666666666667 5.13650687036849e-05 8 0.028013053667733
